"","GISJOIN","count","name","county","total_units","total_pct_occupied","total_occupied","total_pct_reported","total_reported","total_months_since_report","total_people_reporting","total_people_per_unit","total_rent_per_month","total_spending_per_month","total_hh_income","total_person_income","total_pct_lt5k","total_pct_5k_lt10k","total_pct_10k_lt15k","total_pct_15k_lt20k","total_pct_ge20k","total_pct_wage_major","total_pct_welfare_major","total_pct_other_major","total_pct_median","total_pct_lt50_median","total_pct_lt30_median","total_pct_2adults","total_pct_1adult","total_pct_female_head","total_pct_female_head_child","total_pct_disabled_lt62","total_pct_disabled_ge62","total_pct_disabled_all","total_pct_lt24_head","total_pct_age25_50","total_pct_age51_61","total_pct_age62plus","total_pct_age85plus","total_pct_minority","total_pct_black_nonhsp","total_pct_native_american_nonhsp","total_pct_asian_pacific_nonhsp","total_pct_white_nothsp","total_pct_black_hsp","total_pct_wht_hsp","total_pct_oth_hsp","total_pct_hispanic","total_pct_multi","total_months_waiting","total_months_from_movein","total_pct_utility_allow","total_pct_lt5kave_util_allow","pg2_units","pg2_pct_occupied","pg2_occupied_units","pg2_pct_reported","pg2_reported_units","pg2_months_since_report","pg2_people_reporting","pg2_people_per_unit","pg2_rent_per_month","pg2_spending_per_month","pg2_hh_income","pg2_person_income","pg2_pct_lt5k","pg2_pct_5k_lt10k","pg2_pct_10k_lt15k","pg2_pct_15k_lt20k","pg2_pct_ge20k","pg2_pct_wage_major","pg2_pct_welfare_major","pg2_pct_other_major","pg2_pct_median","pg2_pct_lt50_median","pg2_pct_lt30_median","pg2_pct_2adults","pg2_pct_1adult","pg2_pct_female_head","pg2_pct_female_head_child","pg2_pct_disabled_lt62","pg2_pct_disabled_ge62","pg2_pct_disabled_all","pg2_pct_lt24_head","pg2_pct_age25_50","pg2_pct_age51_61","pg2_pct_age62plus","pg2_pct_age85plus","pg2_pct_minority","pg2_pct_black_nonhsp","pg2_pct_native_american_nonhsp","pg2_pct_asian_pacific_nonhsp","pg2_pct_white_nothsp","pg2_pct_black_hsp","pg2_pct_wht_hsp","pg2_pct_oth_hsp","pg2_pct_hispanic","pg2_pct_multi","pg2_months_waiting","pg2_months_from_movein","pg2_pct_utility_allow","pg2_pct_lt5kave_util_allow","pg2_pct_bed1","pg2_pct_bed2","pg2_pct_bed3","pg2_pct_overhoused","pg2_tpoverty","pg2_tminority","pg2_tpct_ownsfd","pg3_units","pg3_pct_occupied","pg3_occupied_units","pg3_pct_reported","pg3_reported_units","pg3_months_since_report","pg3_people_reporting","pg3_people_per_unit","pg3_rent_per_month","pg3_spending_per_month","pg3_hh_income","pg3_person_income","pg3_pct_lt5k","pg3_pct_5k_lt10k","pg3_pct_10k_lt15k","pg3_pct_15k_lt20k","pg3_pct_ge20k","pg3_pct_wage_major","pg3_pct_welfare_major","pg3_pct_other_major","pg3_pct_median","pg3_pct_lt50_median","pg3_pct_lt30_median","pg3_pct_2adults","pg3_pct_1adult","pg3_pct_female_head","pg3_pct_female_head_child","pg3_pct_disabled_lt62","pg3_pct_disabled_ge62","pg3_pct_disabled_all","pg3_pct_lt24_head","pg3_pct_age25_50","pg3_pct_age51_61","pg3_pct_age62plus","pg3_pct_age85plus","pg3_pct_minority","pg3_pct_black_nonhsp","pg3_pct_native_american_nonhsp","pg3_pct_asian_pacific_nonhsp","pg3_pct_white_nothsp","pg3_pct_black_hsp","pg3_pct_wht_hsp","pg3_pct_oth_hsp","pg3_pct_hispanic","pg3_pct_multi","pg3_months_waiting","pg3_months_from_movein","pg3_pct_utility_allow","pg3_pct_lt5kave_util_allow","pg4_units","pg4_pct_occupied","pg4_occupied_units","pg4_pct_reported","pg4_reported_units","pg4_months_since_report","pg4_people_reporting","pg4_people_per_unit","pg4_rent_per_month","pg4_spending_per_month","pg4_hh_income","pg4_person_income","pg4_pct_lt5k","pg4_pct_5k_lt10k","pg4_pct_10k_lt15k","pg4_pct_15k_lt20k","pg4_pct_ge20k","pg4_pct_wage_major","pg4_pct_welfare_major","pg4_pct_other_major","pg4_pct_median","pg4_pct_lt50_median","pg4_pct_lt30_median","pg4_pct_2adults","pg4_pct_1adult","pg4_pct_female_head","pg4_pct_female_head_child","pg4_pct_disabled_lt62","pg4_pct_disabled_ge62","pg4_pct_disabled_all","pg4_pct_lt24_head","pg4_pct_age25_50","pg4_pct_age51_61","pg4_pct_age62plus","pg4_pct_age85plus","pg4_pct_minority","pg4_pct_black_nonhsp","pg4_pct_native_american_nonhsp","pg4_pct_asian_pacific_nonhsp","pg4_pct_white_nothsp","pg4_pct_black_hsp","pg4_pct_wht_hsp","pg4_pct_oth_hsp","pg4_pct_hispanic","pg4_pct_multi","pg4_months_waiting","pg4_months_from_movein","pg4_pct_utility_allow","pg4_pct_lt5kave_util_allow","pg5_units","pg5_pct_occupied","pg5_occupied_units","pg5_pct_reported","pg5_reported_units","pg5_months_since_report","pg5_people_reporting","pg5_people_per_unit","pg5_rent_per_month","pg5_spending_per_month","pg5_hh_income","pg5_person_income","pg5_pct_lt5k","pg5_pct_5k_lt10k","pg5_pct_10k_lt15k","pg5_pct_15k_lt20k","pg5_pct_ge20k","pg5_pct_wage_major","pg5_pct_welfare_major","pg5_pct_other_major","pg5_pct_median","pg5_pct_lt50_median","pg5_pct_lt30_median","pg5_pct_2adults","pg5_pct_1adult","pg5_pct_female_head","pg5_pct_female_head_child","pg5_pct_disabled_lt62","pg5_pct_disabled_ge62","pg5_pct_disabled_all","pg5_pct_lt24_head","pg5_pct_age25_50","pg5_pct_age51_61","pg5_pct_age62plus","pg5_pct_age85plus","pg5_pct_minority","pg5_pct_black_nonhsp","pg5_pct_native_american_nonhsp","pg5_pct_asian_pacific_nonhsp","pg5_pct_white_nothsp","pg5_pct_black_hsp","pg5_pct_wht_hsp","pg5_pct_oth_hsp","pg5_pct_hispanic","pg5_pct_multi","pg5_months_waiting","pg5_months_from_movein","pg5_pct_utility_allow","pg5_pct_lt5kave_util_allow","pg7_units","pg7_reported","pg7_pct_reported","pg8_units","pg8_pct_occupied","pg8_occupied_units","pg8_pct_reported","pg8_reported_units","pg8_months_since_report","pg8_people_reporting","pg8_people_per_unit","pg8_rent_per_month","pg8_spending_per_month","pg8_hh_income","pg8_person_income","pg8_pct_lt5k","pg8_pct_5k_lt10k","pg8_pct_10k_lt15k","pg8_pct_15k_lt20k","pg8_pct_ge20k","pg8_pct_wage_major","pg8_pct_welfare_major","pg8_pct_other_major","pg8_pct_median","pg8_pct_lt50_median","pg8_pct_lt30_median","pg8_pct_2adults","pg8_pct_1adult","pg8_pct_female_head","pg8_pct_female_head_child","pg8_pct_disabled_lt62","pg8_pct_disabled_ge62","pg8_pct_disabled_all","pg8_pct_lt24_head","pg8_pct_age25_50","pg8_pct_age51_61","pg8_pct_age62plus","pg8_pct_age85plus","pg8_pct_minority","pg8_pct_black_nonhsp","pg8_pct_native_american_nonhsp","pg8_pct_asian_pacific_nonhsp","pg8_pct_white_nothsp","pg8_pct_black_hsp","pg8_pct_wht_hsp","pg8_pct_oth_hsp","pg8_pct_hispanic","pg8_pct_multi","pg8_months_waiting","pg8_months_from_movein","pg8_pct_utility_allow","pg8_pct_lt5kave_util_allow","pg9_units","pg9_pct_occupied","pg9_occupied_units","pg9_pct_reported","pg9_reported_units","pg9_months_since_report","pg9_people_reporting","pg9_people_per_unit","pg9_rent_per_month","pg9_spending_per_month","pg9_hh_income","pg9_person_income","pg9_pct_lt5k","pg9_pct_5k_lt10k","pg9_pct_10k_lt15k","pg9_pct_15k_lt20k","pg9_pct_ge20k","pg9_pct_wage_major","pg9_pct_welfare_major","pg9_pct_other_major","pg9_pct_median","pg9_pct_lt50_median","pg9_pct_lt30_median","pg9_pct_2adults","pg9_pct_1adult","pg9_pct_female_head","pg9_pct_female_head_child","pg9_pct_disabled_lt62","pg9_pct_disabled_ge62","pg9_pct_disabled_all","pg9_pct_lt24_head","pg9_pct_age25_50","pg9_pct_age51_61","pg9_pct_age62plus","pg9_pct_age85plus","pg9_pct_minority","pg9_pct_black_nonhsp","pg9_pct_native_american_nonhsp","pg9_pct_asian_pacific_nonhsp","pg9_pct_white_nothsp","pg9_pct_black_hsp","pg9_pct_wht_hsp","pg9_pct_oth_hsp","pg9_pct_hispanic","pg9_pct_multi","pg9_months_waiting","pg9_months_from_movein","pg9_pct_utility_allow","pg9_pct_lt5kave_util_allow"
"245","3401924870",1,"Franklin Township","019",4,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"246","3401925350",1,"Frenchtown Borough","019",43,88,37.84,97.6744186046512,42,7,66,1.57142857142857,568,1226,22370,14236,3,3,35,8,53,26,0,69,21,100,74,0,17,74,17,55,80,44,0,31,21,48,5,12,5,0,2,88,0,5,0,5,0,42,145,93,166,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0.88,37.84,110.993657505285,42,7,66,1.57142857142857,568,1226,22370,14236,3,3,35,8,53,26,0,69,21,100,74,0,17,74,17,55,80,44,0,31,21,48,5,12,5,0,2,88,0,5,0,5,0,42,145,93,166,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"247","3401926550",1,"Glen Gardner Borough","019",46,90,41.4,100,46,6,60,1.30434782608696,586,1217,23148,17747,7,2,20,16,55,20,2,72,22,100,70,0,11,63,11,70,48,50,0,24,26,50,2,28,17,0,2,72,0,9,0,9,2,7,97,96,136,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.9,41.4,111.111111111111,46,6,60,1.30434782608696,586,1217,23148,17747,7,2,20,16,55,20,2,72,22,100,70,0,11,63,11,70,48,50,0,24,26,50,2,28,17,0,2,72,0,9,0,9,2,7,97,96,136,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"248","3401929460",1,"Hampton Borough","019",55,98,53.9,98.1818181818182,54,5,64,1.18518518518519,458,1129,20434,17241,0,4,35,17,44,6,0,94,20,100,85,0,4,65,4,67,25,27,0,2,9,89,11,4,0,0,4,81,0,0,0,0,0,0,110,100,121,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,48,97.9166666666667,47,5,50,1.06382978723404,460,1115,20810,19561,0,4,32,17,47,4,0,96,21,100,85,0,0,62,0,100,22,24,0,0,2,98,13,4,0,0,4,79,0,0,0,0,0,0,100,100,117,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"249","3401931320",1,"High Bridge Borough","019",17,88,14.96,100,17,4,39,2.29411764705882,521,1225,20408,8896,0,21,7,21,50,35,6,41,18,100,82,6,41,88,41,13,100,13,0,71,18,12,0,41,18,0,0,59,0,24,0,24,0,24,72,94,171,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.88,14.96,113.636363636364,17,4,39,2.29411764705882,521,1225,20408,8896,0,21,7,21,50,35,6,41,18,100,82,6,41,88,41,13,100,13,0,71,18,12,0,41,18,0,0,59,0,24,0,24,0,24,72,94,171,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250","3401932460",1,"Holland Township","019",2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"251","3401937065",1,"Kingwood Township","019",6,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"252","3401938610",1,"Lambertville City","019",86,90,77.4,93.0232558139535,80,5,84,1.05,444,1216,18992,18087,4,0,38,21,38,8,3,90,19,100,90,0,1,58,1,83,45,51,0,8,15,78,8,14,5,3,1,84,0,4,1,5,1,45,109,56,113,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.87,40.89,112.496943017853,46,6,49,1.06521739130435,447,1228,18781,17632,7,0,39,15,39,9,4,87,19,100,91,0,2,61,2,80,77,73,0,13,20,67,4,15,4,4,0,85,0,7,0,7,2,45,112,98,113,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.93,36.27,93.7413840639647,34,3,35,1.02941176470588,440,1203,19276,18725,0,0,35,29,35,6,0,94,19,100,88,0,0,53,0,100,13,20,0,0,9,91,12,12,6,0,3,82,0,0,3,3,0,0,105,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"253","3401939630",1,"Lebanon Borough","019",8,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"254","3401939660",1,"Lebanon Township","019",7,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"255","3401946260",1,"Milford Borough","019",15,86,12.9,100,15,6,23,1.53333333333333,554,1271,20800,13565,0,0,21,43,36,27,0,67,19,100,87,0,20,67,13,57,38,30,0,27,20,53,7,13,7,0,0,87,0,7,0,7,0,56,90,73,137,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.86,10.32,116.279069767442,12,5,20,1.66666666666667,576,1232,21259,12756,0,0,18,45,36,33,0,58,19,100,83,0,25,83,17,25,38,20,0,25,8,67,8,17,8,0,0,83,0,8,0,8,0,56,108,92,137,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"256","3401961920",1,"Raritan Township","019",99,88,87.12,97.979797979798,97,5,174,1.79381443298969,512,1226,20380,11361,4,6,34,18,38,27,0,71,18,97,88,4,24,75,26,61,70,39,1,45,23,31,2,31,18,1,1,69,0,11,0,11,0,45,104,80,162,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.88,86.24,111.317254174397,96,5,173,1.80208333333333,515,1224,20486,11368,4,6,33,18,38,27,0,71,18,97,88,4,24,75,26,61,72,39,1,46,23,30,1,30,18,1,0,70,0,11,0,11,0,45,102,80,163,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"257","3401962250",6,"Readington Township","019",213,89.3474178403756,190.31,98.1220657276995,209,6.11483253588517,475,2.27272727272727,551.138755980861,1220.58373205742,22181.3301435407,10063.1674641148,4.13397129186603,4.96650717703349,23.9904306220096,20.8851674641148,45.4928229665072,30.421052631579,3.70334928229665,60.8373205741627,19.1626794258373,100,86.7464114832536,4.03349282296651,40.2535885167464,80.0143540669856,41.0430622009569,47.7368421052632,74.0382775119617,29.9425837320574,1.90909090909091,48.8086124401914,22.0956937799043,27.1387559808612,0.904306220095694,48.0813397129187,38.1148325358852,0,1.79425837320574,52.0334928229665,0,6.5933014354067,0.789473684210526,7.71291866028708,0,38.5980861244019,80.1722488038278,84.8708133971292,150.574162679426,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,0.893474178403756,190.31,109.820818664285,209,6.11483253588517,475,2.27272727272727,551.138755980861,1220.58373205742,22181.3301435407,10063.1674641148,4.13397129186603,4.96650717703349,23.9904306220096,20.8851674641148,45.4928229665072,30.421052631579,3.70334928229665,60.8373205741627,19.1626794258373,100,86.7464114832536,4.03349282296651,40.2535885167464,80.0143540669856,41.0430622009569,47.7368421052632,74.0382775119617,29.9425837320574,1.90909090909091,48.8086124401914,22.0956937799043,27.1387559808612,0.904306220095694,48.0813397129187,38.1148325358852,0,1.79425837320574,52.0334928229665,0,6.5933014354067,0.789473684210526,7.71291866028708,0,38.5980861244019,80.1722488038278,84.8708133971292,150.574162679426,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"258","3401970980",1,"Stockton Borough","019",2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"259","3401972510",2,"Tewksbury Township","019",20,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"260","3401974420",1,"Union Township","019",9,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"261","3401978230",2,"West Amwell Township","019",24,61.6666666666667,14.8,54.1666666666667,13,10,16,1.23076923076923,491,878,19851,16129,0,0,38,8,54,23,0,77,20,100,85,8,0,54,8,20,38,31,0,8,31,62,8,15,8,0,0,85,0,8,0,8,0,0,112,100,88,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"262","3402119780",2,"East Windsor Township","021",209,97.5311004784689,203.84,99.0430622009569,207,7,258,1.2463768115942,326,1137,14169,11368,17,9,33,22,19,5,1,94,16,100,92,0,1,62,1,69,8,12,0,3,4,92,22,67,13,0,38,26,1,5,10,16,1,0,102,99,38,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.889166666666667,10.67,103.092783505155,11,6,21,1.90909090909091,615,1189,23895,12517,0,0,18,36,45,36,0,64,24,100,73,0,27,91,27,44,50,38,0,36,45,18,0,82,55,0,0,18,9,18,0,27,0,0,149,100,72,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,1,109,100,109,7,131,1.20183486238532,325,1519,14184,11802,15,9,31,26,19,6,1,93,16,100,93,0,0,51,0,100,13,15,0,3,3,94,17,64,16,0,30,28,1,0,17,18,0,0,88,100,37,0,0,,84,0.98,82.32,102.040816326531,84,7,103,1.22619047619048,286,655,12805,10443,21,10,37,15,17,0,1,99,14,100,93,0,0,70,0,0,0,0,0,0,0,100,30,70,4,0,54,21,1,10,2,13,4,0,111,100,35,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"263","3402122185",1,"Ewing Township","021",308,93,286.44,95.1298701298701,293,6,460,1.56996587030717,511,1193,21754,13857,2,3,37,22,36,22,1,75,23,95,76,0,22,68,21,46,24,27,2,31,16,51,4,85,72,0,3,10,3,5,2,10,1,34,113,81,82,55,82,45.1,95.3436807095344,43,8,96,2.23255813953488,629,1132,29661,13286,0,3,28,10,60,47,0,47,30,84,63,2,53,84,51,36,30,21,0,65,12,23,0,100,81,0,0,0,7,9,2,19,0,68,194,0,0,0,65,35,33,20,83,69,116,0.94,109.04,106.382978723404,116,5,224,1.93103448275862,588,1148,24299,12583,3,5,29,17,45,33,3,63,24,95,69,0,34,79,34,36,72,30,3,45,28,25,0,92,80,0,1,8,3,7,1,11,2,28,120,98,102,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0.97,129.01,101.542516084024,131,7,137,1.04580152671756,405,1268,16952,16210,1,2,48,29,20,5,0,95,20,98,88,0,1,55,1,96,9,23,2,8,8,82,10,73,63,0,5,14,1,2,3,5,2,0,81,95,64,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
